"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2001-07","Jul-2001","IDX","Index","0","Units","2010_100","2010=100",57.04908,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2001-08","Aug-2001","IDX","Index","0","Units","2010_100","2010=100",57.41872,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2001-09","Sep-2001","IDX","Index","0","Units","2010_100","2010=100",57.29551,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2001-10","Oct-2001","IDX","Index","0","Units","2010_100","2010=100",57.66516,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2001-11","Nov-2001","IDX","Index","0","Units","2010_100","2010=100",58.15802,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2001-12","Dec-2001","IDX","Index","0","Units","2010_100","2010=100",57.78837,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-01","Jan-2002","IDX","Index","0","Units","2010_100","2010=100",57.54194,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-02","Feb-2002","IDX","Index","0","Units","2010_100","2010=100",57.41872,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-03","Mar-2002","IDX","Index","0","Units","2010_100","2010=100",57.66516,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-04","Apr-2002","IDX","Index","0","Units","2010_100","2010=100",57.78837,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-05","May-2002","IDX","Index","0","Units","2010_100","2010=100",58.15802,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-06","Jun-2002","IDX","Index","0","Units","2010_100","2010=100",58.65089,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-07","Jul-2002","IDX","Index","0","Units","2010_100","2010=100",59.26697,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-08","Aug-2002","IDX","Index","0","Units","2010_100","2010=100",59.63662,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-09","Sep-2002","IDX","Index","0","Units","2010_100","2010=100",59.75983,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-10","Oct-2002","IDX","Index","0","Units","2010_100","2010=100",60.00626,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-11","Nov-2002","IDX","Index","0","Units","2010_100","2010=100",60.2527,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2002-12","Dec-2002","IDX","Index","0","Units","2010_100","2010=100",59.63662,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-01","Jan-2003","IDX","Index","0","Units","2010_100","2010=100",59.5134,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-02","Feb-2003","IDX","Index","0","Units","2010_100","2010=100",59.63662,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-03","Mar-2003","IDX","Index","0","Units","2010_100","2010=100",60.00626,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-04","Apr-2003","IDX","Index","0","Units","2010_100","2010=100",60.74556,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-05","May-2003","IDX","Index","0","Units","2010_100","2010=100",60.86878,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-06","Jun-2003","IDX","Index","0","Units","2010_100","2010=100",61.23843,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-07","Jul-2003","IDX","Index","0","Units","2010_100","2010=100",61.73129,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-08","Aug-2003","IDX","Index","0","Units","2010_100","2010=100",61.48486,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-09","Sep-2003","IDX","Index","0","Units","2010_100","2010=100",61.48486,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-10","Oct-2003","IDX","Index","0","Units","2010_100","2010=100",61.97772,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-11","Nov-2003","IDX","Index","0","Units","2010_100","2010=100",62.10094,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2003-12","Dec-2003","IDX","Index","0","Units","2010_100","2010=100",61.85451,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-01","Jan-2004","IDX","Index","0","Units","2010_100","2010=100",62.10094,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-02","Feb-2004","IDX","Index","0","Units","2010_100","2010=100",62.10094,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-03","Mar-2004","IDX","Index","0","Units","2010_100","2010=100",62.10094,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-04","Apr-2004","IDX","Index","0","Units","2010_100","2010=100",62.10094,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-05","May-2004","IDX","Index","0","Units","2010_100","2010=100",62.5938,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-06","Jun-2004","IDX","Index","0","Units","2010_100","2010=100",63.08667,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-07","Jul-2004","IDX","Index","0","Units","2010_100","2010=100",63.70275,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-08","Aug-2004","IDX","Index","0","Units","2010_100","2010=100",64.31883,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-09","Sep-2004","IDX","Index","0","Units","2010_100","2010=100",64.44205,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-10","Oct-2004","IDX","Index","0","Units","2010_100","2010=100",64.81169,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-11","Nov-2004","IDX","Index","0","Units","2010_100","2010=100",64.68848,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2004-12","Dec-2004","IDX","Index","0","Units","2010_100","2010=100",64.19561,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-01","Jan-2005","IDX","Index","0","Units","2010_100","2010=100",64.81169,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-02","Feb-2005","IDX","Index","0","Units","2010_100","2010=100",64.68848,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-03","Mar-2005","IDX","Index","0","Units","2010_100","2010=100",64.68848,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-04","Apr-2005","IDX","Index","0","Units","2010_100","2010=100",65.18134,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-05","May-2005","IDX","Index","0","Units","2010_100","2010=100",64.93491,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-06","Jun-2005","IDX","Index","0","Units","2010_100","2010=100",65.18134,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-07","Jul-2005","IDX","Index","0","Units","2010_100","2010=100",66.29029,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-08","Aug-2005","IDX","Index","0","Units","2010_100","2010=100",66.53672,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-09","Sep-2005","IDX","Index","0","Units","2010_100","2010=100",66.78315,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-10","Oct-2005","IDX","Index","0","Units","2010_100","2010=100",67.52245,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-11","Nov-2005","IDX","Index","0","Units","2010_100","2010=100",68.13853,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2005-12","Dec-2005","IDX","Index","0","Units","2010_100","2010=100",67.76888,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-01","Jan-2006","IDX","Index","0","Units","2010_100","2010=100",67.64567,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-02","Feb-2006","IDX","Index","0","Units","2010_100","2010=100",67.64567,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-03","Mar-2006","IDX","Index","0","Units","2010_100","2010=100",67.64567,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-04","Apr-2006","IDX","Index","0","Units","2010_100","2010=100",68.21412,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-05","May-2006","IDX","Index","0","Units","2010_100","2010=100",68.78257,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-06","Jun-2006","IDX","Index","0","Units","2010_100","2010=100",69.91947,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-07","Jul-2006","IDX","Index","0","Units","2010_100","2010=100",70.48792,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-08","Aug-2006","IDX","Index","0","Units","2010_100","2010=100",70.48792,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-09","Sep-2006","IDX","Index","0","Units","2010_100","2010=100",71.05637,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-10","Oct-2006","IDX","Index","0","Units","2010_100","2010=100",72.19328,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-11","Nov-2006","IDX","Index","0","Units","2010_100","2010=100",72.19328,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2006-12","Dec-2006","IDX","Index","0","Units","2010_100","2010=100",72.19328,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-01","Jan-2007","IDX","Index","0","Units","2010_100","2010=100",72.19328,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-02","Feb-2007","IDX","Index","0","Units","2010_100","2010=100",72.76173,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-03","Mar-2007","IDX","Index","0","Units","2010_100","2010=100",72.19328,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-04","Apr-2007","IDX","Index","0","Units","2010_100","2010=100",72.76173,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-05","May-2007","IDX","Index","0","Units","2010_100","2010=100",73.33018,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-06","Jun-2007","IDX","Index","0","Units","2010_100","2010=100",73.89863,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-07","Jul-2007","IDX","Index","0","Units","2010_100","2010=100",75.03553,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-08","Aug-2007","IDX","Index","0","Units","2010_100","2010=100",75.60398,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-09","Sep-2007","IDX","Index","0","Units","2010_100","2010=100",75.60398,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-10","Oct-2007","IDX","Index","0","Units","2010_100","2010=100",76.17243,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-11","Nov-2007","IDX","Index","0","Units","2010_100","2010=100",76.17243,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2007-12","Dec-2007","IDX","Index","0","Units","2010_100","2010=100",76.17243,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-01","Jan-2008","IDX","Index","0","Units","2010_100","2010=100",76.17243,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-02","Feb-2008","IDX","Index","0","Units","2010_100","2010=100",76.74088,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-03","Mar-2008","IDX","Index","0","Units","2010_100","2010=100",77.87778,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-04","Apr-2008","IDX","Index","0","Units","2010_100","2010=100",78.44624,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-05","May-2008","IDX","Index","0","Units","2010_100","2010=100",79.01469,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-06","Jun-2008","IDX","Index","0","Units","2010_100","2010=100",79.58314,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-07","Jul-2008","IDX","Index","0","Units","2010_100","2010=100",81.28849,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-08","Aug-2008","IDX","Index","0","Units","2010_100","2010=100",82.42539,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-09","Sep-2008","IDX","Index","0","Units","2010_100","2010=100",82.99384,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-10","Oct-2008","IDX","Index","0","Units","2010_100","2010=100",84.13074,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-11","Nov-2008","IDX","Index","0","Units","2010_100","2010=100",84.13074,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2008-12","Dec-2008","IDX","Index","0","Units","2010_100","2010=100",83.56229,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-01","Jan-2009","IDX","Index","0","Units","2010_100","2010=100",84.13074,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-02","Feb-2009","IDX","Index","0","Units","2010_100","2010=100",84.13074,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-03","Mar-2009","IDX","Index","0","Units","2010_100","2010=100",84.13074,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-04","Apr-2009","IDX","Index","0","Units","2010_100","2010=100",85.26765,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-05","May-2009","IDX","Index","0","Units","2010_100","2010=100",85.8361,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-06","Jun-2009","IDX","Index","0","Units","2010_100","2010=100",86.973,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-07","Jul-2009","IDX","Index","0","Units","2010_100","2010=100",90.95216,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-08","Aug-2009","IDX","Index","0","Units","2010_100","2010=100",92.08906,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-09","Sep-2009","IDX","Index","0","Units","2010_100","2010=100",92.65751,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-10","Oct-2009","IDX","Index","0","Units","2010_100","2010=100",93.79441,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-11","Nov-2009","IDX","Index","0","Units","2010_100","2010=100",95.49976,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2009-12","Dec-2009","IDX","Index","0","Units","2010_100","2010=100",96.06821,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-01","Jan-2010","IDX","Index","0","Units","2010_100","2010=100",97.77357,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-02","Feb-2010","IDX","Index","0","Units","2010_100","2010=100",96.63667,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-03","Mar-2010","IDX","Index","0","Units","2010_100","2010=100",96.63667,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-04","Apr-2010","IDX","Index","0","Units","2010_100","2010=100",96.63667,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-05","May-2010","IDX","Index","0","Units","2010_100","2010=100",97.77357,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-06","Jun-2010","IDX","Index","0","Units","2010_100","2010=100",98.91047,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-07","Jul-2010","IDX","Index","0","Units","2010_100","2010=100",101.1843,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-08","Aug-2010","IDX","Index","0","Units","2010_100","2010=100",101.1843,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-09","Sep-2010","IDX","Index","0","Units","2010_100","2010=100",101.7527,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-10","Oct-2010","IDX","Index","0","Units","2010_100","2010=100",102.8896,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-11","Nov-2010","IDX","Index","0","Units","2010_100","2010=100",103.4581,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2010-12","Dec-2010","IDX","Index","0","Units","2010_100","2010=100",105.1634,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-01","Jan-2011","IDX","Index","0","Units","2010_100","2010=100",106.8688,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-02","Feb-2011","IDX","Index","0","Units","2010_100","2010=100",105.1634,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-03","Mar-2011","IDX","Index","0","Units","2010_100","2010=100",105.1634,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-04","Apr-2011","IDX","Index","0","Units","2010_100","2010=100",105.7319,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-05","May-2011","IDX","Index","0","Units","2010_100","2010=100",106.3003,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-06","Jun-2011","IDX","Index","0","Units","2010_100","2010=100",107.4372,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-07","Jul-2011","IDX","Index","0","Units","2010_100","2010=100",109.711,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-08","Aug-2011","IDX","Index","0","Units","2010_100","2010=100",110.2795,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-09","Sep-2011","IDX","Index","0","Units","2010_100","2010=100",111.9848,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-10","Oct-2011","IDX","Index","0","Units","2010_100","2010=100",112.5533,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-11","Nov-2011","IDX","Index","0","Units","2010_100","2010=100",113.1217,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2011-12","Dec-2011","IDX","Index","0","Units","2010_100","2010=100",111.9848,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-01","Jan-2012","IDX","Index","0","Units","2010_100","2010=100",112.5533,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-02","Feb-2012","IDX","Index","0","Units","2010_100","2010=100",113.1217,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-03","Mar-2012","IDX","Index","0","Units","2010_100","2010=100",114.2586,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-04","Apr-2012","IDX","Index","0","Units","2010_100","2010=100",116.5324,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-05","May-2012","IDX","Index","0","Units","2010_100","2010=100",117.1009,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-06","Jun-2012","IDX","Index","0","Units","2010_100","2010=100",118.2378,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-07","Jul-2012","IDX","Index","0","Units","2010_100","2010=100",120.5116,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-08","Aug-2012","IDX","Index","0","Units","2010_100","2010=100",121.6485,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-09","Sep-2012","IDX","Index","0","Units","2010_100","2010=100",122.217,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-10","Oct-2012","IDX","Index","0","Units","2010_100","2010=100",123.3539,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-11","Nov-2012","IDX","Index","0","Units","2010_100","2010=100",123.9223,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2012-12","Dec-2012","IDX","Index","0","Units","2010_100","2010=100",124.4908,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-01","Jan-2013","IDX","Index","0","Units","2010_100","2010=100",125.6277,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-02","Feb-2013","IDX","Index","0","Units","2010_100","2010=100",126.7646,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-03","Mar-2013","IDX","Index","0","Units","2010_100","2010=100",127.333,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-04","Apr-2013","IDX","Index","0","Units","2010_100","2010=100",128.4699,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-05","May-2013","IDX","Index","0","Units","2010_100","2010=100",129.6068,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-06","Jun-2013","IDX","Index","0","Units","2010_100","2010=100",131.3122,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-07","Jul-2013","IDX","Index","0","Units","2010_100","2010=100",133.586,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-08","Aug-2013","IDX","Index","0","Units","2010_100","2010=100",134.7229,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-09","Sep-2013","IDX","Index","0","Units","2010_100","2010=100",135.2913,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-10","Oct-2013","IDX","Index","0","Units","2010_100","2010=100",136.9967,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-11","Nov-2013","IDX","Index","0","Units","2010_100","2010=100",138.1336,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2013-12","Dec-2013","IDX","Index","0","Units","2010_100","2010=100",135.8598,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",134.7229,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",135.2913,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",135.8598,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",137.5651,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",138.702,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",139.8389,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",143.2496,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",143.8181,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",143.8181,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",143.8181,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",143.8181,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",143.8181,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",144.3866,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",143.8181,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",144.3866,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",145.5235,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",146.6604,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",148.3657,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",149.5026,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",150.0711,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",151.208,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",152.9133,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",153.4818,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",152.9133,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",152.9133,,
"CPALTT01","Consumer prices - all items","IND","India","IXOB","Index","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",151.7764,,
