"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","1999-12","Dec-1999","IDX","Index","0","Units","2010_100","2010=100",85.93839,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-01","Jan-2000","IDX","Index","0","Units","2010_100","2010=100",85.2375,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-02","Feb-2000","IDX","Index","0","Units","2010_100","2010=100",85.64085,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-03","Mar-2000","IDX","Index","0","Units","2010_100","2010=100",86.0508,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-04","Apr-2000","IDX","Index","0","Units","2010_100","2010=100",85.97475,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-05","May-2000","IDX","Index","0","Units","2010_100","2010=100",86.38471,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-06","Jun-2000","IDX","Index","0","Units","2010_100","2010=100",86.36818,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-07","Jul-2000","IDX","Index","0","Units","2010_100","2010=100",85.95823,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-08","Aug-2000","IDX","Index","0","Units","2010_100","2010=100",86.01774,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-09","Sep-2000","IDX","Index","0","Units","2010_100","2010=100",86.62606,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-10","Oct-2000","IDX","Index","0","Units","2010_100","2010=100",86.81451,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-11","Nov-2000","IDX","Index","0","Units","2010_100","2010=100",86.8641,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2000-12","Dec-2000","IDX","Index","0","Units","2010_100","2010=100",86.77814,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-01","Jan-2001","IDX","Index","0","Units","2010_100","2010=100",86.52026,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-02","Feb-2001","IDX","Index","0","Units","2010_100","2010=100",86.83434,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-03","Mar-2001","IDX","Index","0","Units","2010_100","2010=100",87.47572,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-04","Apr-2001","IDX","Index","0","Units","2010_100","2010=100",88.23612,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-05","May-2001","IDX","Index","0","Units","2010_100","2010=100",88.83452,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-06","Jun-2001","IDX","Index","0","Units","2010_100","2010=100",88.70558,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-07","Jul-2001","IDX","Index","0","Units","2010_100","2010=100",88.25265,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-08","Aug-2001","IDX","Index","0","Units","2010_100","2010=100",88.47086,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-09","Sep-2001","IDX","Index","0","Units","2010_100","2010=100",89.21472,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-10","Oct-2001","IDX","Index","0","Units","2010_100","2010=100",88.97338,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-11","Nov-2001","IDX","Index","0","Units","2010_100","2010=100",89.00644,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2001-12","Dec-2001","IDX","Index","0","Units","2010_100","2010=100",89.08578,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-01","Jan-2002","IDX","Index","0","Units","2010_100","2010=100",88.86758,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-02","Feb-2002","IDX","Index","0","Units","2010_100","2010=100",89.08248,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-03","Mar-2002","IDX","Index","0","Units","2010_100","2010=100",89.84618,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-04","Apr-2002","IDX","Index","0","Units","2010_100","2010=100",90.23631,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-05","May-2002","IDX","Index","0","Units","2010_100","2010=100",90.46773,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-06","Jun-2002","IDX","Index","0","Units","2010_100","2010=100",90.33549,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-07","Jul-2002","IDX","Index","0","Units","2010_100","2010=100",90.01479,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-08","Aug-2002","IDX","Index","0","Units","2010_100","2010=100",90.0677,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-09","Sep-2002","IDX","Index","0","Units","2010_100","2010=100",90.75205,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-10","Oct-2002","IDX","Index","0","Units","2010_100","2010=100",91.0463,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-11","Nov-2002","IDX","Index","0","Units","2010_100","2010=100",90.82478,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2002-12","Dec-2002","IDX","Index","0","Units","2010_100","2010=100",90.9405,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-01","Jan-2003","IDX","Index","0","Units","2010_100","2010=100",91.23474,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-02","Feb-2003","IDX","Index","0","Units","2010_100","2010=100",92.04143,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-03","Mar-2003","IDX","Index","0","Units","2010_100","2010=100",92.5142,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-04","Apr-2003","IDX","Index","0","Units","2010_100","2010=100",92.18689,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-05","May-2003","IDX","Index","0","Units","2010_100","2010=100",92.07779,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-06","Jun-2003","IDX","Index","0","Units","2010_100","2010=100",91.82323,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-07","Jul-2003","IDX","Index","0","Units","2010_100","2010=100",91.50584,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-08","Aug-2003","IDX","Index","0","Units","2010_100","2010=100",91.47939,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-09","Sep-2003","IDX","Index","0","Units","2010_100","2010=100",92.14391,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-10","Oct-2003","IDX","Index","0","Units","2010_100","2010=100",92.20673,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-11","Nov-2003","IDX","Index","0","Units","2010_100","2010=100",92.01498,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2003-12","Dec-2003","IDX","Index","0","Units","2010_100","2010=100",92.09763,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-01","Jan-2004","IDX","Index","0","Units","2010_100","2010=100",91.89596,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-02","Feb-2004","IDX","Index","0","Units","2010_100","2010=100",91.67445,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-03","Mar-2004","IDX","Index","0","Units","2010_100","2010=100",92.36543,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-04","Apr-2004","IDX","Index","0","Units","2010_100","2010=100",92.38526,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-05","May-2004","IDX","Index","0","Units","2010_100","2010=100",92.61338,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-06","Jun-2004","IDX","Index","0","Units","2010_100","2010=100",92.21004,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-07","Jul-2004","IDX","Index","0","Units","2010_100","2010=100",92.07118,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-08","Aug-2004","IDX","Index","0","Units","2010_100","2010=100",91.96208,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-09","Sep-2004","IDX","Index","0","Units","2010_100","2010=100",92.63322,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-10","Oct-2004","IDX","Index","0","Units","2010_100","2010=100",92.90762,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-11","Nov-2004","IDX","Index","0","Units","2010_100","2010=100",92.37534,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2004-12","Dec-2004","IDX","Index","0","Units","2010_100","2010=100",92.35551,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-01","Jan-2005","IDX","Index","0","Units","2010_100","2010=100",91.87282,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-02","Feb-2005","IDX","Index","0","Units","2010_100","2010=100",92.30592,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-03","Mar-2005","IDX","Index","0","Units","2010_100","2010=100",92.48775,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-04","Apr-2005","IDX","Index","0","Units","2010_100","2010=100",92.6233,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-05","May-2005","IDX","Index","0","Units","2010_100","2010=100",92.68611,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-06","Jun-2005","IDX","Index","0","Units","2010_100","2010=100",92.71917,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-07","Jul-2005","IDX","Index","0","Units","2010_100","2010=100",92.37534,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-08","Aug-2005","IDX","Index","0","Units","2010_100","2010=100",92.55387,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-09","Sep-2005","IDX","Index","0","Units","2010_100","2010=100",93.18864,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-10","Oct-2005","IDX","Index","0","Units","2010_100","2010=100",93.35394,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-11","Nov-2005","IDX","Index","0","Units","2010_100","2010=100",93.12913,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2005-12","Dec-2005","IDX","Index","0","Units","2010_100","2010=100",93.1721,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-01","Jan-2006","IDX","Index","0","Units","2010_100","2010=100",92.43485,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-02","Feb-2006","IDX","Index","0","Units","2010_100","2010=100",92.86795,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-03","Mar-2006","IDX","Index","0","Units","2010_100","2010=100",93.52586,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-04","Apr-2006","IDX","Index","0","Units","2010_100","2010=100",93.99863,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-05","May-2006","IDX","Index","0","Units","2010_100","2010=100",94.1441,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-06","Jun-2006","IDX","Index","0","Units","2010_100","2010=100",94.11765,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-07","Jul-2006","IDX","Index","0","Units","2010_100","2010=100",93.95565,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-08","Aug-2006","IDX","Index","0","Units","2010_100","2010=100",94.01846,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-09","Sep-2006","IDX","Index","0","Units","2010_100","2010=100",94.56728,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-10","Oct-2006","IDX","Index","0","Units","2010_100","2010=100",94.57719,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-11","Nov-2006","IDX","Index","0","Units","2010_100","2010=100",94.69621,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2006-12","Dec-2006","IDX","Index","0","Units","2010_100","2010=100",94.69621,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-01","Jan-2007","IDX","Index","0","Units","2010_100","2010=100",94.22675,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-02","Feb-2007","IDX","Index","0","Units","2010_100","2010=100",94.70283,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-03","Mar-2007","IDX","Index","0","Units","2010_100","2010=100",95.32437,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-04","Apr-2007","IDX","Index","0","Units","2010_100","2010=100",95.80706,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-05","May-2007","IDX","Index","0","Units","2010_100","2010=100",95.70457,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-06","Jun-2007","IDX","Index","0","Units","2010_100","2010=100",95.85995,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-07","Jul-2007","IDX","Index","0","Units","2010_100","2010=100",95.70787,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-08","Aug-2007","IDX","Index","0","Units","2010_100","2010=100",95.68143,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-09","Sep-2007","IDX","Index","0","Units","2010_100","2010=100",96.63689,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-10","Oct-2007","IDX","Index","0","Units","2010_100","2010=100",97.14933,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-11","Nov-2007","IDX","Index","0","Units","2010_100","2010=100",97.77748,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2007-12","Dec-2007","IDX","Index","0","Units","2010_100","2010=100",97.96593,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-01","Jan-2008","IDX","Index","0","Units","2010_100","2010=100",97.23859,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-02","Feb-2008","IDX","Index","0","Units","2010_100","2010=100",97.64194,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-03","Mar-2008","IDX","Index","0","Units","2010_100","2010=100",98.57425,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-04","Apr-2008","IDX","Index","0","Units","2010_100","2010=100",99.00735,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-05","May-2008","IDX","Index","0","Units","2010_100","2010=100",99.39747,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-06","Jun-2008","IDX","Index","0","Units","2010_100","2010=100",99.87024,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-07","Jul-2008","IDX","Index","0","Units","2010_100","2010=100",99.66526,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-08","Aug-2008","IDX","Index","0","Units","2010_100","2010=100",99.83717,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-09","Sep-2008","IDX","Index","0","Units","2010_100","2010=100",100.8621,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-10","Oct-2008","IDX","Index","0","Units","2010_100","2010=100",101.0208,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-11","Nov-2008","IDX","Index","0","Units","2010_100","2010=100",100.1942,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2008-12","Dec-2008","IDX","Index","0","Units","2010_100","2010=100",98.84866,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-01","Jan-2009","IDX","Index","0","Units","2010_100","2010=100",98.48168,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-02","Feb-2009","IDX","Index","0","Units","2010_100","2010=100",98.50482,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-03","Mar-2009","IDX","Index","0","Units","2010_100","2010=100",98.78584,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-04","Apr-2009","IDX","Index","0","Units","2010_100","2010=100",98.93792,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-05","May-2009","IDX","Index","0","Units","2010_100","2010=100",98.68335,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-06","Jun-2009","IDX","Index","0","Units","2010_100","2010=100",98.92139,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-07","Jul-2009","IDX","Index","0","Units","2010_100","2010=100",98.46515,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-08","Aug-2009","IDX","Index","0","Units","2010_100","2010=100",98.67013,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-09","Sep-2009","IDX","Index","0","Units","2010_100","2010=100",98.97429,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-10","Oct-2009","IDX","Index","0","Units","2010_100","2010=100",99.22224,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-11","Nov-2009","IDX","Index","0","Units","2010_100","2010=100",99.1991,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2009-12","Dec-2009","IDX","Index","0","Units","2010_100","2010=100",99.4173,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-01","Jan-2010","IDX","Index","0","Units","2010_100","2010=100",98.78915,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-02","Feb-2010","IDX","Index","0","Units","2010_100","2010=100",99.38424,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-03","Mar-2010","IDX","Index","0","Units","2010_100","2010=100",99.62228,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-04","Apr-2010","IDX","Index","0","Units","2010_100","2010=100",99.63551,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-05","May-2010","IDX","Index","0","Units","2010_100","2010=100",99.82065,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-06","Jun-2010","IDX","Index","0","Units","2010_100","2010=100",99.83717,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-07","Jul-2010","IDX","Index","0","Units","2010_100","2010=100",99.52971,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-08","Aug-2010","IDX","Index","0","Units","2010_100","2010=100",99.53632,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-09","Sep-2010","IDX","Index","0","Units","2010_100","2010=100",100.3761,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-10","Oct-2010","IDX","Index","0","Units","2010_100","2010=100",100.6968,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-11","Nov-2010","IDX","Index","0","Units","2010_100","2010=100",101.0307,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2010-12","Dec-2010","IDX","Index","0","Units","2010_100","2010=100",101.7415,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-01","Jan-2011","IDX","Index","0","Units","2010_100","2010=100",101.2158,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-02","Feb-2011","IDX","Index","0","Units","2010_100","2010=100",101.8341,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-03","Mar-2011","IDX","Index","0","Units","2010_100","2010=100",102.525,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-04","Apr-2011","IDX","Index","0","Units","2010_100","2010=100",102.9647,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-05","May-2011","IDX","Index","0","Units","2010_100","2010=100",103.1565,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-06","Jun-2011","IDX","Index","0","Units","2010_100","2010=100",102.9118,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-07","Jul-2011","IDX","Index","0","Units","2010_100","2010=100",102.8622,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-08","Aug-2011","IDX","Index","0","Units","2010_100","2010=100",102.8953,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-09","Sep-2011","IDX","Index","0","Units","2010_100","2010=100",103.616,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-10","Oct-2011","IDX","Index","0","Units","2010_100","2010=100",103.6193,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-11","Nov-2011","IDX","Index","0","Units","2010_100","2010=100",103.864,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2011-12","Dec-2011","IDX","Index","0","Units","2010_100","2010=100",104.069,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-01","Jan-2012","IDX","Index","0","Units","2010_100","2010=100",103.1003,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-02","Feb-2012","IDX","Index","0","Units","2010_100","2010=100",103.7846,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-03","Mar-2012","IDX","Index","0","Units","2010_100","2010=100",104.0756,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-04","Apr-2012","IDX","Index","0","Units","2010_100","2010=100",104.3037,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-05","May-2012","IDX","Index","0","Units","2010_100","2010=100",104.2177,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-06","Jun-2012","IDX","Index","0","Units","2010_100","2010=100",103.9599,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-07","Jul-2012","IDX","Index","0","Units","2010_100","2010=100",103.5565,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-08","Aug-2012","IDX","Index","0","Units","2010_100","2010=100",103.6623,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-09","Sep-2012","IDX","Index","0","Units","2010_100","2010=100",104.0789,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-10","Oct-2012","IDX","Index","0","Units","2010_100","2010=100",104.0061,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-11","Nov-2012","IDX","Index","0","Units","2010_100","2010=100",103.7516,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2012-12","Dec-2012","IDX","Index","0","Units","2010_100","2010=100",104.0128,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2013-01","Jan-2013","IDX","Index","0","Units","2010_100","2010=100",103.1499,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2013-02","Feb-2013","IDX","Index","0","Units","2010_100","2010=100",103.6094,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2013-03","Mar-2013","IDX","Index","0","Units","2010_100","2010=100",104.026,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2013-04","Apr-2013","IDX","Index","0","Units","2010_100","2010=100",103.821,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2013-05","May-2013","IDX","Index","0","Units","2010_100","2010=100",103.9896,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2013-06","Jun-2013","IDX","Index","0","Units","2010_100","2010=100",103.8078,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2013-07","Jul-2013","IDX","Index","0","Units","2010_100","2010=100",103.6623,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2013-08","Aug-2013","IDX","Index","0","Units","2010_100","2010=100",103.7582,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2013-09","Sep-2013","IDX","Index","0","Units","2010_100","2010=100",104.1582,,
"CPALTT01","Consumer prices - all items","SWE","Sweden","IXOB","Index","M","Monthly","2013-10","Oct-2013","IDX","Index","0","Units","2010_100","2010=100",103.9433,,
