"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"RUS","Russia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","RUB","Russian Ruble","0","Units",,,25.326558,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","CAD","Canadian Dollar","0","Units",,,1.19081,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","CAD","Canadian Dollar","0","Units",,,1.227561,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","CAD","Canadian Dollar","0","Units",,,1.220112,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","CAD","Canadian Dollar","0","Units",,,1.229333,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","CAD","Canadian Dollar","0","Units",,,1.226255,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","CAD","Canadian Dollar","0","Units",,,1.232587,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","CAD","Canadian Dollar","0","Units",,,1.213644,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","CAD","Canadian Dollar","0","Units",,,1.205336,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","CAD","Canadian Dollar","0","Units",,,1.213055,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","CAD","Canadian Dollar","0","Units",,,1.23439,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","CAD","Canadian Dollar","0","Units",,,1.201517,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","CAD","Canadian Dollar","0","Units",,,1.221134,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","CAD","Canadian Dollar","0","Units",,,1.239904,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","CAD","Canadian Dollar","0","Units",,,1.244607,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","CAD","Canadian Dollar","0","Units",,,1.224,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","CAD","Canadian Dollar","0","Units",,,1.237576,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","CAD","Canadian Dollar","0","Units",,,1.253367,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","CAD","Canadian Dollar","0","Units",,,1.269185,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","HUF","Forint","0","Units",,,104.545883,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","HUF","Forint","0","Units",,,110.156068,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","HUF","Forint","0","Units",,,114.130397,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","HUF","Forint","0","Units",,,118.141282,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","HUF","Forint","0","Units",,,122.154746,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","HUF","Forint","0","Units",,,128.408328,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","HUF","Forint","0","Units",,,130.929945,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","HUF","Forint","0","Units",,,131.551383,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","HUF","Forint","0","Units",,,134.249207,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","HUF","Forint","0","Units",,,131.005355,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","HUF","Forint","0","Units",,,127.533678,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","HUF","Forint","0","Units",,,126.176806,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","HUF","Forint","0","Units",,,124.271836,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","HUF","Forint","0","Units",,,125.623608,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","HUF","Forint","0","Units",,,124.979432,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","HUF","Forint","0","Units",,,128.807779,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","HUF","Forint","0","Units",,,130.658726,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","HUF","Forint","0","Units",,,133.634583,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","PLN","Zloty","0","Units",,,1.737656,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","PLN","Zloty","0","Units",,,1.834323,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","PLN","Zloty","0","Units",,,1.832631,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","PLN","Zloty","0","Units",,,1.799795,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","PLN","Zloty","0","Units",,,1.806573,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","PLN","Zloty","0","Units",,,1.830421,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","PLN","Zloty","0","Units",,,1.867595,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","PLN","Zloty","0","Units",,,1.851309,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","PLN","Zloty","0","Units",,,1.856458,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","PLN","Zloty","0","Units",,,1.842243,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","PLN","Zloty","0","Units",,,1.866864,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","PLN","Zloty","0","Units",,,1.801476,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","PLN","Zloty","0","Units",,,1.801424,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","PLN","Zloty","0","Units",,,1.796168,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","PLN","Zloty","0","Units",,,1.762045,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","PLN","Zloty","0","Units",,,1.759853,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","PLN","Zloty","0","Units",,,1.763773,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","PLN","Zloty","0","Units",,,1.754076,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","COP","Colombian Peso","0","Units",,,608.348675,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","COP","Colombian Peso","0","Units",,,783.734381,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","COP","Colombian Peso","0","Units",,,816.220838,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","COP","Colombian Peso","0","Units",,,851.857381,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","COP","Colombian Peso","0","Units",,,892.239098,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","COP","Colombian Peso","0","Units",,,931.60464,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","COP","Colombian Peso","0","Units",,,952.723748,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","COP","Colombian Peso","0","Units",,,977.706657,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","COP","Colombian Peso","0","Units",,,1000.357813,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","COP","Colombian Peso","0","Units",,,1055.242084,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","COP","Colombian Peso","0","Units",,,1082.979231,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","COP","Colombian Peso","0","Units",,,1111.170441,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","COP","Colombian Peso","0","Units",,,1161.909895,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","COP","Colombian Peso","0","Units",,,1174.995213,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","COP","Colombian Peso","0","Units",,,1179.187561,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","COP","Colombian Peso","0","Units",,,1184.921697,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","COP","Colombian Peso","0","Units",,,1203.209368,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","COP","Colombian Peso","0","Units",,,1252.399,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","KRW","Won","0","Units",,,754.89297,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","KRW","Won","0","Units",,,747.230617,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","KRW","Won","0","Units",,,757.250769,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","KRW","Won","0","Units",,,769.77179,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","KRW","Won","0","Units",,,792.161314,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","KRW","Won","0","Units",,,793.968303,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","KRW","Won","0","Units",,,788.920135,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","KRW","Won","0","Units",,,772.192409,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","KRW","Won","0","Units",,,770.205904,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","KRW","Won","0","Units",,,785.717886,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","KRW","Won","0","Units",,,824.761218,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","KRW","Won","0","Units",,,840.569267,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","KRW","Won","0","Units",,,854.585723,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","KRW","Won","0","Units",,,854.887268,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","KRW","Won","0","Units",,,869.081422,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","KRW","Won","0","Units",,,870.738326,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","KRW","Won","0","Units",,,890.723513,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","KRW","Won","0","Units",,,893.752797,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","AUD","Australian Dollar","0","Units",,,1.29695,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","AUD","Australian Dollar","0","Units",,,1.307971,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","AUD","Australian Dollar","0","Units",,,1.325852,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","AUD","Australian Dollar","0","Units",,,1.33649,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","AUD","Australian Dollar","0","Units",,,1.355487,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","AUD","Australian Dollar","0","Units",,,1.366654,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","AUD","Australian Dollar","0","Units",,,1.388356,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","AUD","Australian Dollar","0","Units",,,1.404078,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","AUD","Australian Dollar","0","Units",,,1.426699,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","AUD","Australian Dollar","0","Units",,,1.479073,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","AUD","Australian Dollar","0","Units",,,1.441167,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","AUD","Australian Dollar","0","Units",,,1.502707,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","AUD","Australian Dollar","0","Units",,,1.511052,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","AUD","Australian Dollar","0","Units",,,1.540115,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","AUD","Australian Dollar","0","Units",,,1.446881,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","AUD","Australian Dollar","0","Units",,,1.459121,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","AUD","Australian Dollar","0","Units",,,1.462527,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","AUD","Australian Dollar","0","Units",,,1.465898,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","NZD","New Zealand Dollar","0","Units",,,1.43466,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","NZD","New Zealand Dollar","0","Units",,,1.444218,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","NZD","New Zealand Dollar","0","Units",,,1.473655,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","NZD","New Zealand Dollar","0","Units",,,1.468962,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","NZD","New Zealand Dollar","0","Units",,,1.497338,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","NZD","New Zealand Dollar","0","Units",,,1.507291,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","NZD","New Zealand Dollar","0","Units",,,1.535,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","NZD","New Zealand Dollar","0","Units",,,1.481212,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","NZD","New Zealand Dollar","0","Units",,,1.505294,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","NZD","New Zealand Dollar","0","Units",,,1.490709,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","NZD","New Zealand Dollar","0","Units",,,1.470616,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","NZD","New Zealand Dollar","0","Units",,,1.495596,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","NZD","New Zealand Dollar","0","Units",,,1.485915,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","NZD","New Zealand Dollar","0","Units",,,1.495622,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","NZD","New Zealand Dollar","0","Units",,,1.445979,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","NZD","New Zealand Dollar","0","Units",,,1.442777,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","NZD","New Zealand Dollar","0","Units",,,1.443534,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","NZD","New Zealand Dollar","0","Units",,,1.450057,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","BRL","Brazilian Real","0","Units",,,0.735073,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","BRL","Brazilian Real","0","Units",,,0.761018,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","BRL","Brazilian Real","0","Units",,,0.803139,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","BRL","Brazilian Real","0","Units",,,0.868502,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","BRL","Brazilian Real","0","Units",,,0.971515,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","BRL","Brazilian Real","0","Units",,,1.018803,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","BRL","Brazilian Real","0","Units",,,1.060394,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","BRL","Brazilian Real","0","Units",,,1.098496,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","BRL","Brazilian Real","0","Units",,,1.138892,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","BRL","Brazilian Real","0","Units",,,1.215041,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","BRL","Brazilian Real","0","Units",,,1.29408,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","BRL","Brazilian Real","0","Units",,,1.386147,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","BRL","Brazilian Real","0","Units",,,1.471075,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","BRL","Brazilian Real","0","Units",,,1.557394,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","BRL","Brazilian Real","0","Units",,,1.645589,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","BRL","Brazilian Real","0","Units",,,1.730141,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","BRL","Brazilian Real","0","Units",,,1.849497,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","BRL","Brazilian Real","0","Units",,,1.995,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","CNY","Yuan Renminbi","0","Units",,,2.716965,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","CNY","Yuan Renminbi","0","Units",,,2.710477,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","CNY","Yuan Renminbi","0","Units",,,2.70439,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","CNY","Yuan Renminbi","0","Units",,,2.679157,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","CNY","Yuan Renminbi","0","Units",,,2.694618,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","CNY","Yuan Renminbi","0","Units",,,2.803768,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","CNY","Yuan Renminbi","0","Units",,,2.821652,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","CNY","Yuan Renminbi","0","Units",,,2.844365,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","CNY","Yuan Renminbi","0","Units",,,2.987623,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","CNY","Yuan Renminbi","0","Units",,,3.15892,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","CNY","Yuan Renminbi","0","Units",,,3.131759,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","CNY","Yuan Renminbi","0","Units",,,3.308617,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","CNY","Yuan Renminbi","0","Units",,,3.505536,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","CNY","Yuan Renminbi","0","Units",,,3.524471,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","CNY","Yuan Renminbi","0","Units",,,3.545448,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","CNY","Yuan Renminbi","0","Units",,,3.516636,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","CNY","Yuan Renminbi","0","Units",,,3.465969,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","CNY","Yuan Renminbi","0","Units",,,3.501,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","JPY","Yen","0","Units",,,162.03574,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","JPY","Yen","0","Units",,,154.968931,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","JPY","Yen","0","Units",,,149.701073,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","JPY","Yen","0","Units",,,143.774205,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","JPY","Yen","0","Units",,,139.790404,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","JPY","Yen","0","Units",,,134.209401,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","JPY","Yen","0","Units",,,129.551955,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","JPY","Yen","0","Units",,,124.659667,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","JPY","Yen","0","Units",,,120.297882,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","JPY","Yen","0","Units",,,116.845814,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","JPY","Yen","0","Units",,,115.495684,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","JPY","Yen","0","Units",,,111.636817,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","JPY","Yen","0","Units",,,107.454281,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","JPY","Yen","0","Units",,,104.273972,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","JPY","Yen","0","Units",,,101.302673,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","JPY","Yen","0","Units",,,102.473002,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","JPY","Yen","0","Units",,,102.563188,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","JPY","Yen","0","Units",,,102.036575,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","SEK","Swedish Krona","0","Units",,,9.3059,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","SEK","Swedish Krona","0","Units",,,9.170035,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","SEK","Swedish Krona","0","Units",,,9.378764,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","SEK","Swedish Krona","0","Units",,,9.413655,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","SEK","Swedish Krona","0","Units",,,9.497066,,
