"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","SEK","Swedish Krona","0","Units",,,9.296208,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","SEK","Swedish Krona","0","Units",,,9.479182,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","SEK","Swedish Krona","0","Units",,,9.115678,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","SEK","Swedish Krona","0","Units",,,8.884978,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","SEK","Swedish Krona","0","Units",,,8.778986,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","SEK","Swedish Krona","0","Units",,,8.9098,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","SEK","Swedish Krona","0","Units",,,9.007929,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","SEK","Swedish Krona","0","Units",,,8.844042,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","SEK","Swedish Krona","0","Units",,,8.654768,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","SEK","Swedish Krona","0","Units",,,8.597681,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","SEK","Swedish Krona","0","Units",,,8.749593,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","SEK","Swedish Krona","0","Units",,,8.921982,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","SEK","Swedish Krona","0","Units",,,8.984217,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","NOK","Norwegian Krone","0","Units",,,9.283739,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","NOK","Norwegian Krone","0","Units",,,9.092291,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","NOK","Norwegian Krone","0","Units",,,9.152194,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","NOK","Norwegian Krone","0","Units",,,9.05673,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","NOK","Norwegian Krone","0","Units",,,9.208231,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","NOK","Norwegian Krone","0","Units",,,9.127522,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","NOK","Norwegian Krone","0","Units",,,9.005204,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","NOK","Norwegian Krone","0","Units",,,8.784181,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","NOK","Norwegian Krone","0","Units",,,8.93508,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","NOK","Norwegian Krone","0","Units",,,8.859281,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","NOK","Norwegian Krone","0","Units",,,9.072771,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","NOK","Norwegian Krone","0","Units",,,9.1343,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","NOK","Norwegian Krone","0","Units",,,9.082736,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","NOK","Norwegian Krone","0","Units",,,9.037085,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","NOK","Norwegian Krone","0","Units",,,9.029349,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","NOK","Norwegian Krone","0","Units",,,9.31067,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","NOK","Norwegian Krone","0","Units",,,9.682379,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","NOK","Norwegian Krone","0","Units",,,10.03049,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","GBP","Pound Sterling","0","Units",,,0.725819,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","GBP","Pound Sterling","0","Units",,,0.705057,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","GBP","Pound Sterling","0","Units",,,0.692802,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","GBP","Pound Sterling","0","Units",,,0.689877,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","GBP","Pound Sterling","0","Units",,,0.696691,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","GBP","Pound Sterling","0","Units",,,0.68798,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","GBP","Pound Sterling","0","Units",,,0.707619,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","GBP","Pound Sterling","0","Units",,,0.69681,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","GBP","Pound Sterling","0","Units",,,0.710203,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","GBP","Pound Sterling","0","Units",,,0.701691,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","GBP","Pound Sterling","0","Units",,,0.709203,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","GBP","Pound Sterling","0","Units",,,0.700944,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","GBP","Pound Sterling","0","Units",,,0.706052,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","GBP","Pound Sterling","0","Units",,,0.701634,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","GBP","Pound Sterling","0","Units",,,0.695248,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","GBP","Pound Sterling","0","Units",,,0.692866,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","GBP","Pound Sterling","0","Units",,,0.688433,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","GBP","Pound Sterling","0","Units",,,0.693537,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.874322,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.864421,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,0.858416,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,0.852113,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.858922,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.856227,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.852735,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.826718,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.821299,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.806135,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.793954,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.791409,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.78039,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.774054,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.755454,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.749644,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.750113,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.750542,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","ARS","Argentine Peso","0","Units",,,0.712,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","ARS","Argentine Peso","0","Units",,,0.704,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","ARS","Argentine Peso","0","Units",,,0.681,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","ARS","Argentine Peso","0","Units",,,0.871,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","ARS","Argentine Peso","0","Units",,,0.947,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","ARS","Argentine Peso","0","Units",,,1.006,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","ARS","Argentine Peso","0","Units",,,1.079,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","ARS","Argentine Peso","0","Units",,,1.19,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","ARS","Argentine Peso","0","Units",,,1.333,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","ARS","Argentine Peso","0","Units",,,1.609,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","ARS","Argentine Peso","0","Units",,,1.845,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","ARS","Argentine Peso","0","Units",,,2.201,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","ARS","Argentine Peso","0","Units",,,2.665,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","ARS","Argentine Peso","0","Units",,,3.2,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","ARS","Argentine Peso","0","Units",,,3.902,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","ARS","Argentine Peso","0","Units",,,5.394,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","ARS","Argentine Peso","0","Units",,,6.604,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","ARS","Argentine Peso","0","Units",,,9.217,,
